Mod:Item:MetaData, Localized Name
gregtech:gt.blockores:18861, gt.blockores.18861.name
gregtech:gt.blockores:19861, gt.blockores.19861.name
gregtech:gt.blockores:20861, gt.blockores.20861.name
gregtech:gt.blockores:865, gt.blockores.865.name
gregtech:gt.blockores:1865, gt.blockores.1865.name
gregtech:gt.blockores:2865, gt.blockores.2865.name
gregtech:gt.blockores:3865, gt.blockores.3865.name
gregtech:gt.blockores:4865, gt.blockores.4865.name
gregtech:gt.blockores:16865, gt.blockores.16865.name
gregtech:gt.blockores:17865, gt.blockores.17865.name
gregtech:gt.blockores:18865, gt.blockores.18865.name
gregtech:gt.blockores:19865, gt.blockores.19865.name
gregtech:gt.blockores:20865, gt.blockores.20865.name
gregtech:gt.blockores:870, gt.blockores.870.name
gregtech:gt.blockores:1870, gt.blockores.1870.name
gregtech:gt.blockores:2870, gt.blockores.2870.name
gregtech:gt.blockores:3870, gt.blockores.3870.name
gregtech:gt.blockores:4870, gt.blockores.4870.name
gregtech:gt.blockores:16870, gt.blockores.16870.name
gregtech:gt.blockores:17870, gt.blockores.17870.name
gregtech:gt.blockores:18870, gt.blockores.18870.name
gregtech:gt.blockores:19870, gt.blockores.19870.name
gregtech:gt.blockores:20870, gt.blockores.20870.name
gregtech:gt.blockores:871, gt.blockores.871.name
gregtech:gt.blockores:1871, gt.blockores.1871.name
gregtech:gt.blockores:2871, gt.blockores.2871.name
gregtech:gt.blockores:3871, gt.blockores.3871.name
gregtech:gt.blockores:4871, gt.blockores.4871.name
gregtech:gt.blockores:16871, gt.blockores.16871.name
gregtech:gt.blockores:17871, gt.blockores.17871.name
gregtech:gt.blockores:18871, gt.blockores.18871.name
gregtech:gt.blockores:19871, gt.blockores.19871.name
gregtech:gt.blockores:20871, gt.blockores.20871.name
gregtech:gt.blockores:873, gt.blockores.873.name
gregtech:gt.blockores:1873, gt.blockores.1873.name
gregtech:gt.blockores:2873, gt.blockores.2873.name
gregtech:gt.blockores:3873, gt.blockores.3873.name
gregtech:gt.blockores:4873, gt.blockores.4873.name
gregtech:gt.blockores:16873, gt.blockores.16873.name
gregtech:gt.blockores:17873, gt.blockores.17873.name
gregtech:gt.blockores:18873, gt.blockores.18873.name
gregtech:gt.blockores:19873, gt.blockores.19873.name
gregtech:gt.blockores:20873, gt.blockores.20873.name
gregtech:gt.blockores:877, gt.blockores.877.name
gregtech:gt.blockores:1877, gt.blockores.1877.name
gregtech:gt.blockores:2877, gt.blockores.2877.name
gregtech:gt.blockores:3877, gt.blockores.3877.name
gregtech:gt.blockores:4877, gt.blockores.4877.name
gregtech:gt.blockores:16877, gt.blockores.16877.name
gregtech:gt.blockores:17877, gt.blockores.17877.name
gregtech:gt.blockores:18877, gt.blockores.18877.name
gregtech:gt.blockores:19877, gt.blockores.19877.name
gregtech:gt.blockores:20877, gt.blockores.20877.name
gregtech:gt.blockores:878, gt.blockores.878.name
gregtech:gt.blockores:1878, gt.blockores.1878.name
gregtech:gt.blockores:2878, gt.blockores.2878.name
gregtech:gt.blockores:3878, gt.blockores.3878.name
gregtech:gt.blockores:4878, gt.blockores.4878.name
gregtech:gt.blockores:16878, gt.blockores.16878.name
gregtech:gt.blockores:17878, gt.blockores.17878.name
gregtech:gt.blockores:18878, gt.blockores.18878.name
gregtech:gt.blockores:19878, gt.blockores.19878.name
gregtech:gt.blockores:20878, gt.blockores.20878.name
gregtech:gt.blockores:882, gt.blockores.882.name
gregtech:gt.blockores:1882, gt.blockores.1882.name
gregtech:gt.blockores:2882, gt.blockores.2882.name
gregtech:gt.blockores:3882, gt.blockores.3882.name
gregtech:gt.blockores:4882, gt.blockores.4882.name
gregtech:gt.blockores:16882, gt.blockores.16882.name
gregtech:gt.blockores:17882, gt.blockores.17882.name
gregtech:gt.blockores:18882, gt.blockores.18882.name
gregtech:gt.blockores:19882, gt.blockores.19882.name
gregtech:gt.blockores:20882, gt.blockores.20882.name
gregtech:gt.blockores:883, gt.blockores.883.name
gregtech:gt.blockores:1883, gt.blockores.1883.name
gregtech:gt.blockores:2883, gt.blockores.2883.name
gregtech:gt.blockores:3883, gt.blockores.3883.name
gregtech:gt.blockores:4883, gt.blockores.4883.name
gregtech:gt.blockores:16883, gt.blockores.16883.name
gregtech:gt.blockores:17883, gt.blockores.17883.name
gregtech:gt.blockores:18883, gt.blockores.18883.name
gregtech:gt.blockores:19883, gt.blockores.19883.name
gregtech:gt.blockores:20883, gt.blockores.20883.name
gregtech:gt.blockores:884, gt.blockores.884.name
gregtech:gt.blockores:1884, gt.blockores.1884.name
gregtech:gt.blockores:2884, gt.blockores.2884.name
gregtech:gt.blockores:3884, gt.blockores.3884.name
gregtech:gt.blockores:4884, gt.blockores.4884.name
gregtech:gt.blockores:16884, gt.blockores.16884.name
gregtech:gt.blockores:17884, gt.blockores.17884.name
gregtech:gt.blockores:18884, gt.blockores.18884.name
gregtech:gt.blockores:19884, gt.blockores.19884.name
gregtech:gt.blockores:20884, gt.blockores.20884.name
gregtech:gt.blockores:894, gt.blockores.894.name
gregtech:gt.blockores:1894, gt.blockores.1894.name
gregtech:gt.blockores:2894, gt.blockores.2894.name
gregtech:gt.blockores:3894, gt.blockores.3894.name
gregtech:gt.blockores:4894, gt.blockores.4894.name
gregtech:gt.blockores:16894, gt.blockores.16894.name
gregtech:gt.blockores:17894, gt.blockores.17894.name
gregtech:gt.blockores:18894, gt.blockores.18894.name
gregtech:gt.blockores:19894, gt.blockores.19894.name
gregtech:gt.blockores:20894, gt.blockores.20894.name
gregtech:gt.blockores:900, gt.blockores.900.name
gregtech:gt.blockores:1900, gt.blockores.1900.name
gregtech:gt.blockores:2900, gt.blockores.2900.name
gregtech:gt.blockores:3900, gt.blockores.3900.name
gregtech:gt.blockores:4900, gt.blockores.4900.name
gregtech:gt.blockores:16900, gt.blockores.16900.name
gregtech:gt.blockores:17900, gt.blockores.17900.name
gregtech:gt.blockores:18900, gt.blockores.18900.name
gregtech:gt.blockores:19900, gt.blockores.19900.name
gregtech:gt.blockores:20900, gt.blockores.20900.name
gregtech:gt.blockores:901, gt.blockores.901.name
gregtech:gt.blockores:1901, gt.blockores.1901.name
gregtech:gt.blockores:2901, gt.blockores.2901.name
gregtech:gt.blockores:3901, gt.blockores.3901.name
gregtech:gt.blockores:4901, gt.blockores.4901.name
gregtech:gt.blockores:16901, gt.blockores.16901.name
gregtech:gt.blockores:17901, gt.blockores.17901.name
gregtech:gt.blockores:18901, gt.blockores.18901.name
gregtech:gt.blockores:19901, gt.blockores.19901.name
gregtech:gt.blockores:20901, gt.blockores.20901.name
gregtech:gt.blockores:902, gt.blockores.902.name
gregtech:gt.blockores:1902, gt.blockores.1902.name
gregtech:gt.blockores:2902, gt.blockores.2902.name
gregtech:gt.blockores:3902, gt.blockores.3902.name
gregtech:gt.blockores:4902, gt.blockores.4902.name
gregtech:gt.blockores:16902, gt.blockores.16902.name
gregtech:gt.blockores:17902, gt.blockores.17902.name
gregtech:gt.blockores:18902, gt.blockores.18902.name
gregtech:gt.blockores:19902, gt.blockores.19902.name
gregtech:gt.blockores:20902, gt.blockores.20902.name
gregtech:gt.blockores:903, gt.blockores.903.name
gregtech:gt.blockores:1903, gt.blockores.1903.name
gregtech:gt.blockores:2903, gt.blockores.2903.name
gregtech:gt.blockores:3903, gt.blockores.3903.name
gregtech:gt.blockores:4903, gt.blockores.4903.name
gregtech:gt.blockores:16903, gt.blockores.16903.name
gregtech:gt.blockores:17903, gt.blockores.17903.name
gregtech:gt.blockores:18903, gt.blockores.18903.name
gregtech:gt.blockores:19903, gt.blockores.19903.name
gregtech:gt.blockores:20903, gt.blockores.20903.name
gregtech:gt.blockores:904, gt.blockores.904.name
gregtech:gt.blockores:1904, gt.blockores.1904.name
gregtech:gt.blockores:2904, gt.blockores.2904.name
gregtech:gt.blockores:3904, gt.blockores.3904.name
gregtech:gt.blockores:4904, gt.blockores.4904.name
gregtech:gt.blockores:16904, gt.blockores.16904.name
gregtech:gt.blockores:17904, gt.blockores.17904.name
gregtech:gt.blockores:18904, gt.blockores.18904.name
gregtech:gt.blockores:19904, gt.blockores.19904.name
gregtech:gt.blockores:20904, gt.blockores.20904.name
gregtech:gt.blockores:905, gt.blockores.905.name
gregtech:gt.blockores:1905, gt.blockores.1905.name
gregtech:gt.blockores:2905, gt.blockores.2905.name
gregtech:gt.blockores:3905, gt.blockores.3905.name
gregtech:gt.blockores:4905, gt.blockores.4905.name
gregtech:gt.blockores:16905, gt.blockores.16905.name
gregtech:gt.blockores:17905, gt.blockores.17905.name
gregtech:gt.blockores:18905, gt.blockores.18905.name
gregtech:gt.blockores:19905, gt.blockores.19905.name
gregtech:gt.blockores:20905, gt.blockores.20905.name
gregtech:gt.blockores:906, gt.blockores.906.name
gregtech:gt.blockores:1906, gt.blockores.1906.name
gregtech:gt.blockores:2906, gt.blockores.2906.name
gregtech:gt.blockores:3906, gt.blockores.3906.name
gregtech:gt.blockores:4906, gt.blockores.4906.name
gregtech:gt.blockores:16906, gt.blockores.16906.name
gregtech:gt.blockores:17906, gt.blockores.17906.name
gregtech:gt.blockores:18906, gt.blockores.18906.name
gregtech:gt.blockores:19906, gt.blockores.19906.name
gregtech:gt.blockores:20906, gt.blockores.20906.name
gregtech:gt.blockores:907, gt.blockores.907.name
gregtech:gt.blockores:1907, gt.blockores.1907.name
gregtech:gt.blockores:2907, gt.blockores.2907.name
gregtech:gt.blockores:3907, gt.blockores.3907.name
gregtech:gt.blockores:4907, gt.blockores.4907.name
gregtech:gt.blockores:16907, gt.blockores.16907.name
gregtech:gt.blockores:17907, gt.blockores.17907.name
gregtech:gt.blockores:18907, gt.blockores.18907.name
gregtech:gt.blockores:19907, gt.blockores.19907.name
gregtech:gt.blockores:20907, gt.blockores.20907.name
gregtech:gt.blockores:908, gt.blockores.908.name
gregtech:gt.blockores:1908, gt.blockores.1908.name
gregtech:gt.blockores:2908, gt.blockores.2908.name
gregtech:gt.blockores:3908, gt.blockores.3908.name
gregtech:gt.blockores:4908, gt.blockores.4908.name
gregtech:gt.blockores:16908, gt.blockores.16908.name
gregtech:gt.blockores:17908, gt.blockores.17908.name
gregtech:gt.blockores:18908, gt.blockores.18908.name
gregtech:gt.blockores:19908, gt.blockores.19908.name
gregtech:gt.blockores:20908, gt.blockores.20908.name
gregtech:gt.blockores:909, gt.blockores.909.name
gregtech:gt.blockores:1909, gt.blockores.1909.name
gregtech:gt.blockores:2909, gt.blockores.2909.name
gregtech:gt.blockores:3909, gt.blockores.3909.name
gregtech:gt.blockores:4909, gt.blockores.4909.name
gregtech:gt.blockores:16909, gt.blockores.16909.name
gregtech:gt.blockores:17909, gt.blockores.17909.name
gregtech:gt.blockores:18909, gt.blockores.18909.name
gregtech:gt.blockores:19909, gt.blockores.19909.name
gregtech:gt.blockores:20909, gt.blockores.20909.name
gregtech:gt.blockores:910, gt.blockores.910.name
gregtech:gt.blockores:1910, gt.blockores.1910.name
gregtech:gt.blockores:2910, gt.blockores.2910.name
gregtech:gt.blockores:3910, gt.blockores.3910.name
gregtech:gt.blockores:4910, gt.blockores.4910.name
gregtech:gt.blockores:16910, gt.blockores.16910.name
gregtech:gt.blockores:17910, gt.blockores.17910.name
gregtech:gt.blockores:18910, gt.blockores.18910.name
gregtech:gt.blockores:19910, gt.blockores.19910.name
gregtech:gt.blockores:20910, gt.blockores.20910.name
gregtech:gt.blockores:911, gt.blockores.911.name
gregtech:gt.blockores:1911, gt.blockores.1911.name
gregtech:gt.blockores:2911, gt.blockores.2911.name
gregtech:gt.blockores:3911, gt.blockores.3911.name
gregtech:gt.blockores:4911, gt.blockores.4911.name
gregtech:gt.blockores:16911, gt.blockores.16911.name
gregtech:gt.blockores:17911, gt.blockores.17911.name
gregtech:gt.blockores:18911, gt.blockores.18911.name
gregtech:gt.blockores:19911, gt.blockores.19911.name
gregtech:gt.blockores:20911, gt.blockores.20911.name
gregtech:gt.blockores:912, gt.blockores.912.name
gregtech:gt.blockores:1912, gt.blockores.1912.name
gregtech:gt.blockores:2912, gt.blockores.2912.name
gregtech:gt.blockores:3912, gt.blockores.3912.name
gregtech:gt.blockores:4912, gt.blockores.4912.name
gregtech:gt.blockores:16912, gt.blockores.16912.name
gregtech:gt.blockores:17912, gt.blockores.17912.name
gregtech:gt.blockores:18912, gt.blockores.18912.name
gregtech:gt.blockores:19912, gt.blockores.19912.name
gregtech:gt.blockores:20912, gt.blockores.20912.name
gregtech:gt.blockores:913, gt.blockores.913.name
gregtech:gt.blockores:1913, gt.blockores.1913.name
gregtech:gt.blockores:2913, gt.blockores.2913.name
gregtech:gt.blockores:3913, gt.blockores.3913.name
gregtech:gt.blockores:4913, gt.blockores.4913.name
gregtech:gt.blockores:16913, gt.blockores.16913.name
gregtech:gt.blockores:17913, gt.blockores.17913.name
gregtech:gt.blockores:18913, gt.blockores.18913.name
gregtech:gt.blockores:19913, gt.blockores.19913.name
gregtech:gt.blockores:20913, gt.blockores.20913.name
gregtech:gt.blockores:914, gt.blockores.914.name
gregtech:gt.blockores:1914, gt.blockores.1914.name
gregtech:gt.blockores:2914, gt.blockores.2914.name
gregtech:gt.blockores:3914, gt.blockores.3914.name
gregtech:gt.blockores:4914, gt.blockores.4914.name
gregtech:gt.blockores:16914, gt.blockores.16914.name
gregtech:gt.blockores:17914, gt.blockores.17914.name
gregtech:gt.blockores:18914, gt.blockores.18914.name
gregtech:gt.blockores:19914, gt.blockores.19914.name
gregtech:gt.blockores:20914, gt.blockores.20914.name
gregtech:gt.blockores:915, gt.blockores.915.name
gregtech:gt.blockores:1915, gt.blockores.1915.name
gregtech:gt.blockores:2915, gt.blockores.2915.name
gregtech:gt.blockores:3915, gt.blockores.3915.name
gregtech:gt.blockores:4915, gt.blockores.4915.name
gregtech:gt.blockores:16915, gt.blockores.16915.name
gregtech:gt.blockores:17915, gt.blockores.17915.name
gregtech:gt.blockores:18915, gt.blockores.18915.name
gregtech:gt.blockores:19915, gt.blockores.19915.name
gregtech:gt.blockores:20915, gt.blockores.20915.name
gregtech:gt.blockores:916, gt.blockores.916.name
gregtech:gt.blockores:1916, gt.blockores.1916.name
gregtech:gt.blockores:2916, gt.blockores.2916.name
gregtech:gt.blockores:3916, gt.blockores.3916.name
gregtech:gt.blockores:4916, gt.blockores.4916.name
gregtech:gt.blockores:16916, gt.blockores.16916.name
gregtech:gt.blockores:17916, gt.blockores.17916.name
gregtech:gt.blockores:18916, gt.blockores.18916.name
gregtech:gt.blockores:19916, gt.blockores.19916.name
gregtech:gt.blockores:20916, gt.blockores.20916.name
gregtech:gt.blockores:917, gt.blockores.917.name
gregtech:gt.blockores:1917, gt.blockores.1917.name
gregtech:gt.blockores:2917, gt.blockores.2917.name
gregtech:gt.blockores:3917, gt.blockores.3917.name
gregtech:gt.blockores:4917, gt.blockores.4917.name
gregtech:gt.blockores:16917, gt.blockores.16917.name
gregtech:gt.blockores:17917, gt.blockores.17917.name
gregtech:gt.blockores:18917, gt.blockores.18917.name
gregtech:gt.blockores:19917, gt.blockores.19917.name
gregtech:gt.blockores:20917, gt.blockores.20917.name
gregtech:gt.blockores:918, gt.blockores.918.name
gregtech:gt.blockores:1918, gt.blockores.1918.name
gregtech:gt.blockores:2918, gt.blockores.2918.name
gregtech:gt.blockores:3918, gt.blockores.3918.name
gregtech:gt.blockores:4918, gt.blockores.4918.name
gregtech:gt.blockores:16918, gt.blockores.16918.name
gregtech:gt.blockores:17918, gt.blockores.17918.name
gregtech:gt.blockores:18918, gt.blockores.18918.name
gregtech:gt.blockores:19918, gt.blockores.19918.name
gregtech:gt.blockores:20918, gt.blockores.20918.name
gregtech:gt.blockores:919, gt.blockores.919.name
gregtech:gt.blockores:1919, gt.blockores.1919.name
gregtech:gt.blockores:2919, gt.blockores.2919.name
gregtech:gt.blockores:3919, gt.blockores.3919.name
gregtech:gt.blockores:4919, gt.blockores.4919.name
gregtech:gt.blockores:16919, gt.blockores.16919.name
gregtech:gt.blockores:17919, gt.blockores.17919.name
gregtech:gt.blockores:18919, gt.blockores.18919.name
gregtech:gt.blockores:19919, gt.blockores.19919.name
gregtech:gt.blockores:20919, gt.blockores.20919.name
gregtech:gt.blockores:920, gt.blockores.920.name
gregtech:gt.blockores:1920, gt.blockores.1920.name
gregtech:gt.blockores:2920, gt.blockores.2920.name
gregtech:gt.blockores:3920, gt.blockores.3920.name
gregtech:gt.blockores:4920, gt.blockores.4920.name
gregtech:gt.blockores:16920, gt.blockores.16920.name
gregtech:gt.blockores:17920, gt.blockores.17920.name
gregtech:gt.blockores:18920, gt.blockores.18920.name
gregtech:gt.blockores:19920, gt.blockores.19920.name
gregtech:gt.blockores:20920, gt.blockores.20920.name
gregtech:gt.blockores:921, gt.blockores.921.name
gregtech:gt.blockores:1921, gt.blockores.1921.name
gregtech:gt.blockores:2921, gt.blockores.2921.name
gregtech:gt.blockores:3921, gt.blockores.3921.name
gregtech:gt.blockores:4921, gt.blockores.4921.name
gregtech:gt.blockores:16921, gt.blockores.16921.name
gregtech:gt.blockores:17921, gt.blockores.17921.name
gregtech:gt.blockores:18921, gt.blockores.18921.name
gregtech:gt.blockores:19921, gt.blockores.19921.name
gregtech:gt.blockores:20921, gt.blockores.20921.name
gregtech:gt.blockores:922, gt.blockores.922.name
gregtech:gt.blockores:1922, gt.blockores.1922.name
gregtech:gt.blockores:2922, gt.blockores.2922.name
gregtech:gt.blockores:3922, gt.blockores.3922.name
gregtech:gt.blockores:4922, gt.blockores.4922.name
gregtech:gt.blockores:16922, gt.blockores.16922.name
gregtech:gt.blockores:17922, gt.blockores.17922.name
gregtech:gt.blockores:18922, gt.blockores.18922.name
gregtech:gt.blockores:19922, gt.blockores.19922.name
gregtech:gt.blockores:20922, gt.blockores.20922.name
gregtech:gt.blockores:923, gt.blockores.923.name
gregtech:gt.blockores:1923, gt.blockores.1923.name
gregtech:gt.blockores:2923, gt.blockores.2923.name
gregtech:gt.blockores:3923, gt.blockores.3923.name
gregtech:gt.blockores:4923, gt.blockores.4923.name
gregtech:gt.blockores:16923, gt.blockores.16923.name
gregtech:gt.blockores:17923, gt.blockores.17923.name
gregtech:gt.blockores:18923, gt.blockores.18923.name
gregtech:gt.blockores:19923, gt.blockores.19923.name
gregtech:gt.blockores:20923, gt.blockores.20923.name
gregtech:gt.blockores:924, gt.blockores.924.name
gregtech:gt.blockores:1924, gt.blockores.1924.name
gregtech:gt.blockores:2924, gt.blockores.2924.name
gregtech:gt.blockores:3924, gt.blockores.3924.name
gregtech:gt.blockores:4924, gt.blockores.4924.name
